,company_Name,job_title,experience,job_description,job_Link
693,Zensar Technologies,BIG DATA ( ANALYTICS AND DATA SCIENCE ) - BIG DATA - SNOWFLAKE,4 year,"About the job
SNOWFLAKE TECHNICAL SPECIALIST

7-9 YRS

PUNE/BANGALORE/HYDERABAD

What's this role about?

As a Snowflake Technical Specialist, you will be responsible for providing technical solution across all components of Snowflake involved in a typical data engineering, data warehousing and reporting portfolio. You would be working with a team of developers fostering a culture of support and collaboration.

Here's how you'll contribute:

You will contribute to the role by:
Creating Impact faster: Delivering more Impact In less time by quickly deploying solutions or augmenting existing ones to enable teams to accelerate business results and Increase time to value
Breaking through barriers: Helping create better customer experience by taking the data first approach and deliver Insights
Adapting to anything: Agility to reacting and responding to new business priorities and market conditions and customer opportunities with rapidly deployable solutions
Innovating anywhere: Solving problems with powerful solutions enabling Inter operable solutions across multiple lines of business

Skills required to contribute:

7-9 Years of Data and Analytics experience with minimum 4+ years in Snowflake Cloud Data warehousing
Excellent communication and presentation skills.
Extensive experience in Snowflake – Virtual warehouse (Compute), Data modeling & storage including LDM/PDM design, data loading/unloading and data sharing, SnowSQL (CLI) as well as Snowflake Internals and integrations, SnowPipe implementation, S3 Internal data copy/movement, Snowflake security including readers and consumers accounts.
Advance SQL knowledge and hands on experience on complex queries writing using with Analytical functions, Troubleshooting, problem solving and performance tuning of SQL queries accessing data warehouse as well as Strong knowledge on stored procedures
5+ Years of experience in Informatica 10.x & above with all modules including ETL design & development and troubleshooting / debugging, Repository Manager, Strong experience in Informatica Mapping Designer (Mapping & Mapplets creations using all Transformations) and Workflow Designer (Session & Task implementation and Job scheduling)
Good experience in Requirements Analysis and Solution Architecture Design, Data modelling, ETL, data integration and data migration design
Well versed with Waterfall, Agile, Scrum and similar project delivery methodologies.
Experienced in internal as well as external stakeholder management
SnowPro-Core / SnowPro-Advanced certification will be added advantage.
Nice to have skills: Working experience in Reporting technologies like Tableau or Power BI and Open source stack Pyspark, Python etc.
Good to have Hi-Tech manufacturing domain experience

Advantage Zensar

We are a technology consulting and services company with 11, 500+ associates in 30+ global locations. More than 145 leading enterprises depend on our expertise to be more disruptive, agile, and competitive. We focus on conceptualizing, designing, engineering, marketing, and managing digital products and experiences for high-growth companies looking to disrupt through innovation and velocity.

Zensar Technologies is an Equal Employment Opportunity (EEO) and Affirmative Action Employer, encouraging diversity in the workplace. Please be assured that we will consider all qualified applicants fairly, regardless of race, creed, color, ancestry, religion, sex, national origin, citizen status, age, sexual orientation, gender identity, disability, marital status, family medical leave status, or protected veterans’ status.

Zensar is a place where you are free to express yourself in an environment that values individuality, nurtures development and is mindful of wellbeing. We put our people and customers at the center of everything that we do. Our core values include:
Putting people first
Client-centricity
Collaboration

Grow. Own. Achieve. Learn. with Zensar: www.youtube.com/watch?v=i2NZsiQqVnU

Visit www.zensar.com to know more.

Ready to think velocity?

Put in details of how you want the candidate to apply. Add links to the portals, mention email ID. Can we also have links to a process guide, that we can direct the candidate to?

Primary Location

India-Maharashtra-Pune

Job Posting

Apr 22, 2022

Experience Required (In Years)

6",https://www.linkedin.com/jobs/view/3040285888/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=OWCQiq%2BrkXz62wYmyj20Sw%3D%3D&trk=d_flagship3_search_srp_jobs
694,Wells Fargo,Senior Software Engineer,8 year,"About the job
Position Overview
We are looking for passionate Android Developer to design, build and maintain the Android version of our product.

Roles and Responsibilities
Design, write and build application for the Android platform.
Collaborate with your team (developers, designers, product owners, QA) to define, design, and ship new features.
Implement new product features and support existing ones.
Replace old technology with new technology.
Prepare test plan, test cases and Execute/automate them.
Identify and correct bottlenecks, fix bugs and improve application performance.
Continuously discover, evaluate and implement new technologies to maximize development efficiency.
Requirements
B.E / B. Tech or M. Tech in Computer Science or equivalent with 8+ years of experience.
Expert knowledge of Android OS and SDK, Android Studio and other associated tools for development, debugging and instrumentation.
Experience with concepts of Android - Kotlin, Jetpack libraries, asynchronous programming, background tasks, dependency management, functional reactive programming and ability to design applications around Android recommended user interfaces and design principles.
Good knowledge of Data Structures, Algorithms and OS.
Experience with Agile development methodology (preferably scrum), continuous integration and tools (GIT, JIRA etc.) used to achieve the same.
Preferred qualifications:
Experience contributing to the architecture and design. (Architecture, design patterns, reliability and scaling) of new and current systems.
Familiar with performance optimizations and trends.
Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.
Willing to go the extra mile to do things right and fast.
Able to learn large scale complex systems quickly.
We Value Diversity

At Wells Fargo, we believe in diversity, equity and inclusion in the workplace; accordingly, we welcome applications for employment from all qualified candidates, regardless of race, color, gender, national origin, religion, age, sexual orientation, gender identity, gender expression, genetic information, individuals with disabilities, pregnancy, marital status, status as a protected veteran or any other status protected by applicable law.

Employees support our focus on building strong customer relationships balanced with a strong risk mitigating and compliance-driven culture which firmly establishes those disciplines as critical to the success of our customers and company. They are accountable for execution of all applicable risk programs (Credit, Market, Financial Crimes, Operational, Regulatory Compliance), which includes effectively following and adhering to applicable Wells Fargo policies and procedures, appropriately fulfilling risk and compliance obligations, timely and effective escalation and remediation of issues, and making sound risk decisions. There is emphasis on proactive monitoring, governance, risk identification and escalation, as well as making sound risk decisions commensurate with the business unit's risk appetite and all risk and compliance program requirements.

Candidates applying to job openings posted in US: All qualified applicants will receive consideration for employment without regard to race, color, religion, age, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Candidates applying to job openings posted in Canada: Applications for employment are encouraged from all qualified candidates, including women, persons with disabilities, aboriginal peoples and visible minorities. Accommodation for applicants with disabilities is available upon request in connection with the recruitment process.

Reference Number

R-254718-2",https://www.linkedin.com/jobs/view/3539117289/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=b9fwmqVxUcI4PFlCBbN%2B5g%3D%3D&trk=d_flagship3_search_srp_jobs
695,Synopsys Inc,"UNIX Systems Admin, Sr II - 40965BR",Freshers or Not specified,"About the job
Job Description And Requirements

:

Looking for diverse applicants to help support Synopsys IT infrastructure and R&D teams. Bring your energy and innovation to our team as we strive to help Synopsys continue to grow and thrive.

At Synopsys, we’re at the heart of the innovations that change the way we work and play. Self-driving cars, Artificial Intelligence, The Cloud, 5G, The Internet of Things. These breakthroughs are ushering in the Era of Smart Everything. And we’re powering it all with the world’s most advanced technologies for chip design and software security. If you share our passion for innovation, we want to meet you.

A talented, energetic individual to join our IT global support team focusing on engineering support on diverse technologies, platforms, processes, tools both for on prem and evolving to cloud aspects. We have multiple opportunity areas within the organization in the areas of Infrastructure & Engineering Apps. Candidate should be passionate in delivering customer support in collaboration with multiple teams globally, troubleshooting and problem-solving ability in complex infrastructure application environment, good analytical skills through Scripting. Candidate should possess attributes with good communications skills and agility in learning,Expertise on Windows system administration and scripting is essential.

Job Responsibilities

End User support for 24*7 Windows development environment
Shifts can be rotational/permanent
Learn deployed IT infrastructure & application services environment and standard procedures
Follow organization standard practices and detailed procedures for routine tasks/end user support requests
Identify opportunities to automate trivial tasks with process automation skills
Develop, document and implement standard procedures and best practices
Contribute to our 'team first' dynamic
Help ensure compliance to Synopsys security policy

Preferred Skills/Qualifications

Positive attitude, ability to learn, creative thinking and innovation
Ability to understand and articulate problem statement, associated environment, constraints and derive a solution & create end-to-end automation of given process
Hands on Experience with Windows Server & Desktop platforms & Linux (CentOS/Ubuntu)
Networking fundamentals including switching, routing, firewall, DNS, DHCP, Subnetting
Knowledge of Directory Services like LDAP & Active Directory
Experience in configuring and using Virtualization technologies preferably Citrix Xenserver / VMware
Ability to write scripts in PowerShell / Unix shells and/or scripting languages like Perl/Python
Hands on experience on OS Deployment & Patching
Knowledge on Networking fundamentals including TCP/IP, DNS, subnetting, routing and DHCP etc.
Knowledge on infrastructure services like AD, LDAP, SAMBA, NFS, X-display troubleshooting.
Ability to clearly communicate technical concepts to both technical and nontechnical users.
B. Tech or equivalent degree in Information Technology / Computer Science

Inclusion and Diversity are important to us. Synopsys considers all applicants for employment without regard to Race, Colour, Religion, National origin, Gender, Sexual orientation, or disability.",https://www.linkedin.com/jobs/view/3535604661/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=W8EjGz9%2B94Yr63Jyme%2Fznw%3D%3D&trk=d_flagship3_search_srp_jobs
696,DISH Network Technologies,Lead Engineer - Qualtrics,8 year,"About the job
What do we do?

Our Vision is to change the way the world communicates. Our Mission is to connect

people and things.

We are reimagining the way people watch TV with services like Sling and AirTV. We are

redefining the boundaries of communication and connectivity too, with our planned green

field 5G cloud native network build out and the Internet of Things. Nothing is out of our reach, and the opportunity to shape the future of entertainment and technology has never been more tangible.

Technology is key to the success of our company, including HR technology.

About The Position

Our mission is to transform HR technology tools and create a world class employee

experience.

As the Lead Engineer for Qualtrics on the Technology Enablement Team at DISH your primary focus will be :

To develop and own the technical road map for the Qualtrics XM

platform.

You will build the road map by engaging closely with the Technical Product

Owner and Functional Owners to define requirements and identify issues, partner with technical staff to communicate the business requirements and issues, and manage the end-to-end implementation of product solutions.

Key Responsibilities

Act as the key technical SME for survey programs
Collaborate with business stakeholders in a dynamic, agile environment, from

discovery to implementation

Assist in designing and implementing new surveys
Work with technical teams on integration between Qualtrics and other platforms

(Oracle HCM, Snowflake, etc)

Manage prioritization and implementation of surveys, ticketing processes, and

dashboards on the Qualtrics platform

Assist in vendor assessments, contracts, and renewals in partnership with functional

system owners

Develop and publish training documentation and job aids for new product features

and capabilities

Manage stakeholder governance with business and internal users
Document processes and results
Maintain awareness of current trends in HR systems with a focus on product and

service development, delivery, and support

Skills & Experience

Minimum of 5-8 years of relevant experience
Advanced Qualtrics product experience required (Employee XM module)
Demonstrated service mindset and track record of prioritizing user needs and driving

resolution

Proficiency with Google Suite, including but not limited to, Google Sheets and

Google Docs

Self-motivated, creative, and adaptable with clear analytical, problem solving,

organizational, and interpersonal skills

Effectively interact with all levels of the organization
Ability to organize work and set priorities for accomplishing work in a timely and

effective manner

Ability to work in a fast paced, ever changing, high volume environment
Able to work collaboratively and effectively with cross functional teams and

individuals

Ability to effectively communicate on complex issues with a high level of

effectiveness

Educational Background

Bachelor’s Degree or higher preferred; or an equivalent combination of education

and experience

Good understanding of Agile Methodology
Program Management Certification desirable
Good HR Domain Knowledge

Location Requirement

This position can be based out of either the Dish Bangalore or Hyderabad location",https://www.linkedin.com/jobs/view/3539924177/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=rWOAWJc4USlRkrucXTCCSQ%3D%3D&trk=d_flagship3_search_srp_jobs
697,Sutherland,Manager - Data Analytics,2 year,"About the job
Company Description

At Sutherland, we create exceptionally engineered brand experiences that are a perfect match for the real people (and real moments) they're made for. We do that by combining human-centered design with the scale & accuracy of real-time analytics, AI, cognitive technology and automation.

Job Description

Roles & Responsibilities

strong knowledge & experience of database structure & data mining
Excellent organizational & analytics abilities
strong Exp in Data modeling & design
Hands on exp in sql
exp in configuring data quality rules
exp with audit trails showing all changes & approvals for key dimensions
exp in data warehouse design
exp with multiple ETL tools
exp in writing complex SQL queries
work experience of design / data warehouse implementation /migration & BI projects
exp in data governance & data security
exp in master data management
logical thinker

Qualifications

Total 12+ years of relevant working experience Experience/Needs:

Graduation from Tier 1 and Tier 2 Colleges preferred
Exposure into Project management, guiding the team, training the resources is an added advantage
Strong communication skills and the ability to communicate highly complex information in clear and simple language.

Additional Information

All your information will be kept confidential according to EEO guidelines.",https://www.linkedin.com/jobs/view/3539066736/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=ML8iiykZbJ1WFGgNVUI8SQ%3D%3D&trk=d_flagship3_search_srp_jobs
698,ICE,"Engineer 2, Release Operations",8 year,"About the job
Job Description

Job Title Engineer 2, Release Operations

Job Purpose

ICE Mortgage Technology is the leading cloud-based platform provider for the mortgage finance industry. ICE Mortgage Technology solutions enable lenders to originate more loans, reduce origination costs, and reduce the time to close, all while ensuring the highest levels of compliance, quality, and efficiency. The ideal candidates understand the Release Operations process and has technical and collaborative skills to lead and solve complex problems associated with running production environments at massive scale in multi-tenant environments.

Responsibilities
Be a part of Global Release Operation team overlooking production releases across IMT product lines. As a senior team member, own the production deployments and Configuration Management activities E2E.
Employ deep troubleshooting and scripting skills to improve the availability, performance, and security of Ellie Mae Services.
Execute automated tests and automated deployments using IMT DevOps process and tools.
Own the Collaboration with Cloud Platform, Operations leaders, and Dev teams for seamless production deployments and Configuration Management activities.
Support and proactively ensure services have 24/7 availability and operational readiness and rigor.
Passion for production deployments in highly agile environment.
Implementation of proactive monitoring, alerting, trend analysis and self-healing systems.
Participate in on-call rotations (including weekends), driving restoration and repair of service-impacting issues.
Support an assist team member in resolving complex technical issues.
Eye for automation opportunities.
Knowledge And Experience
BE in Computer Science, Computer Engineering, or equivalent.
Basic understanding of any programming language (Java/Python/PowerShell or an equivalent language)
Experience in automating manual steps in DevOps and deployment areas.
Experience with Continuous Integration and Continuous Delivery concepts, including Infrastructure as code tools like Terraform or CloudFormation or Puppet/Chef/Ansible.
Experience with Build engines, preferably Jenkins.
Knowledge of operating on any cloud, preferably AWS.
Ability to quickly understand CI/CD process and deep dive to resolve issues.
Knowledge of both Windows (2k8R2+) and Linux (centos) + Security triage & forensic analysis
Experience with system administration is desirable but not mandatory.
Experience with elastically scalable, fault tolerance and other cloud architecture patterns
NoSQL/Docker/Micro-services experience is a big plus.
Experience 5 to 8 years preferred
Schedule

Hybrid or Remote First (1 to 2 days in office) Pune, India

This role offers work from home flexibility of up to 3 days per week.",https://www.linkedin.com/jobs/view/3431667189/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=zwZOMQHmR01ZQ%2Bcq126rtg%3D%3D&trk=d_flagship3_search_srp_jobs
699,Tata Consultancy Services,Ab Initio Developer,5 year,"About the job
Greetings from Tata Consultancy Services !



TCS has been a great pioneer in feeding the fire of youngTechies like you. We are a global leader in the technology arena and there’s nothing that can stop us from growing together.



Job Description

Job Title: Ab Initio Developer
Location: BLR/CHN/MUM/HYD
Experience Range: 04-07


What we are looking for

Must-Have:

Should have very good knowledge and implementation experience about ETL/ELT methodology, Data Quality Strategy and Data Principles
Experience in Project Code Management Tools(Repository/Maven/Version Control/Servers)
Good knowledge Database Concepts (SQL)
Good Exposure of Project management tools (JIRA, Confluence)
Working experience in Agile methodology (Scrum/Kanban)

Good to Have:

• Good hands-on experience in Cloud Deployment
• Awareness on Hadoop technologies


Minimum Qualification:

• 15 years of full-time education;
• Minimum percentile of 50% in 10th, 12th, UG & PG (if applicable)",https://www.linkedin.com/jobs/view/3504898245/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=rZRZUeTQ%2BQNp4eLaPK%2BzWA%3D%3D&trk=d_flagship3_search_srp_jobs
700,Honeywell,Embedded Engr II,7 year,"About the job
Innovate to solve the world's most important challenges

Be part of a team that designs, develops and integrates highly complex software functions within Honeywell . You will be an active and integral member of a team to achieve the completion of goals. You will also generate innovative solutions in work situations; trying different and novel ways to deal with problems and opportunities.

Honeywell is a fortune 100 diversified technology and manufacturing leader, serving customers worldwide with aerospace products and services; control technologies for buildings, homes, and industry; automotive products; turbochargers; and specialty materials. Based in Morris Township, N.J., Honeywell's shares are traded on the New York, London, and Chicago Stock Exchanges. As a global technology leader, we have 123,000 employees working in more than 100 countries.

Our quality products, integrated system solutions, and services make life safer and more secure, more comfortable and energy efficient, and more innovative and productive in every corner of our world. Honeywell products touch the lives of most people every day, whether you're flying on a plane, driving a car, heating or cooling a home, furnishing an apartment, taking medication or playing a sport.

Now Honeywell Security Solutions R&D is offering opportunities for Embedded Engineer

Responsibilities

You will take role as Embedded Engineer, using your advanced knowledge of the Embedded engineering discipline, processes and tools to help Honeywell security business deliver innovative solutions that meet the evolving needs of our customers. You will work under limited supervision and alongside some of the world's most talented engineers. You will contribute to the development of Honeywell's next generation of security smart device products by designing, testing and/or validating products/processes from prototype to market. You will be part of a group of highly committed professionals who provide expertise to ensure the success of complex engineering projects and programs while acting as a mentor to more junior engineers. You will interact with internal and external customers to facilitate the completion of products to customer specifications.

Responsibilities Will Include
Develop new products within a cross functional team
Develop firmware for embedded products. You will create project and technical reports as required and help define product architecture as needed.
You will help maintain firmware applications and develop tools for internal use, including shell scripts.
Aid in the design and development of applications and systems, and redesign of existing systems to fulfill the needs of Honeywell's customers.
Take active part in fire system’s commercial new product development, including requirement analysis, feasibility study, architecture design, software implementation, testing and debugging
Take ownership on fire systems project operate and maintain.
Work with external ODM/OEM supplier or 3rd party vendor to develop product.
HTSIND2022

YOU MUST HAVE
Bachelor/master’s degree with 4-7 years on computer Science, Electronics and Communication.
At least 4-7 years solid experience Embedded Firmware design and development
Must Have
Strong technical knowledge in Embedded C and Embedded C++
Good working knowledge in Embedded Linux Operating System
Good understanding in POSIX standard, IPC , Multi-threading etc.
Good debugging skills with hands on with Hardware
Relevant knowledge on working with peripherals and communication protocols
Excellent analytical and problems solving skills
Ability to multi-task in a fast-paced environment
Team player with passion and zeal to do whatever it takes for business success with a keen sense of urgency and strong drive
Nice To Have
Knowledge on Fire System/Domain is an added advantage
Product Cyber Security skills
Understand agile software development spirit; Experience in agile software development is plus;
Additional Information
JOB ID: HRD190009
Category: Engineering
Location: Devarabisanahalli Village, KR Varturhobli,,East Taluk - Phase I,Bangalore,KARNATAKA,560103,India
Exempt
Engineering (GLOBAL)",https://www.linkedin.com/jobs/view/3521103760/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=qB3QDgXtGthp2jAOPQP4lg%3D%3D&trk=d_flagship3_search_srp_jobs
701,Providence India,"Lead Engineer, Data Analytics",0 year,"About the job
How is this team contributing to the vision of Providence?

Data Analytics capability of Healthcare Intelligence team, analyzes & profiles large amount of raw data to derive and present Business Insights for better decision making.

What will you be responsible for?

Providing best in class reports and services to end users by modeling data and creating insightful visualizations .

What would your day look like?
Contribute to creating a robust vision for data analytics team within Providence India.
Perform and review standards, own complicated modules, and establish design and development approach as needed.
Guide other Data Engineers by coaching and mentoring team members to deliver on time and with high quality.
Engage with stakeholders globally and participate in decisions related to product goals, features, and priorities.
Champion healthy team culture aligned with the mission and values of Providence i.e., Integrity, Compassion, Dignity, Respect, Justice
Create insightful dashboards and robust metrics working along with business analyst, product managers and data analytics engineers.

Who are we looking for?
Show an ever-learning mindset to strengthen understanding of global health care systems.
Participate and contribute to industry learning and stay up to date with latest trends and findings.
7-10 years’ experience working on Business Intelligence solutions with strong hold on the fundamental concepts of data modeling.
Holds the ability to derive meaningful insights from raw data and create impactful visualization.

Providencene

Providence’s vision to create ‘Health for a Better World’ aids us to promote individuality, diversity of thought and background, and acknowledge its role in the organization’s success. This makes us committed towards equal employment opportunity regardless of race, religion or belief, color, ancestry, marital status, gender, sexual orientation, age, nationality, ethnic origin, pregnancy, or related needs, mental or sensory disability, HIV Status, or any other category protected by applicable law.We strive to address all forms of discrimination or harassment and provide a safe and confidential process to report any misconduct.

Contact our Integrity hotline also, read our Code of Conduct .

Providence",https://www.linkedin.com/jobs/view/3485794784/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=HDejrrL4wBbrCPKt7Asctg%3D%3D&trk=d_flagship3_search_srp_jobs
702,Applied Materials,Big Data Solutions Architect – Data & Analytics,0 year,"About the job
Responsibilities for Bigdata Solution Architect

Gather requirements, designing a solution, determining the effort to implement the solution, and possibly leading the team to implement the solution
To be a self-starter and to able to work analytically in a problem-solving environment
Designs, codes, tests for tracks/modules in projects under limited supervision
Analyze existing Hadoop systems/Applications, making recommendations to improve performance, and possible implementing those recommendations
Hadoop Architect will be responsible for developing Hadoop based solutions to support typical use cases such as data ingestion (ETL), machine learning analytics, data archiving, text analytics and reporting
Performs long-term evaluations of systems, databases, and solutions
Analyze planned usage patterns for a Hadoop cluster and developing a set of hardware specifications to support the usage
Perform detailed systems and data analysis to provide high quality and detailed open-source tools and Hadoop big data platform architecture designs
Willingness to drive people on all sides of an issue to a common understanding and then drive them toward resolution
Should be able to clearly communicate ideas in technical or business terms with their peers across IT
Define Big Data/Hadoop technology strategies and roadmaps
Architect and design solutions utilizing Hadoop and associated technologies, with a focus on delivering solutions using Azure Cloud
Experience in building software or algorithm from the ground up and can participate in developing new solutions
Build production ready highly scalable, available, fault-tolerant data processing systems using Azure technologies, Spark, Elasticsearch and other big data technologies

Qualifications For Hadoop Architect

10+ years’ experience with data related positions and responsibilities
Expertise on the Azure Cloud using core cloud data warehouse tools like Azure Data Factory, Azure Databricks, Azure SQL DW, Azure Synapse, CDP, and other Big Data related technologies
Hands-on experience with Visualization and BI tools and reporting software
Proficiency in Python and writing software for distributed systems
Experience around developing code for large clusters with huge volumes of data – streaming/batch code
Conceptual/working knowledge of basic data management concepts like ETL, Data Quality, RDBMS
Expertise in cloud platforms, data engineering, data analytics using open-source projects such as Apache Spark, and Delta Lake
Hands-on administration level experience with the Hadoop stack
Advanced knowledge of ETL/Data Routing and understanding of tools such as NiFi, Kafka
Good understanding of key agile engineering practices, CI/CD, Test Driven Development and DevOps
Experience in configuration and tuning of Hadoop products

Big Data Solutions Architect – Data & Analytics

Qualifications

Education:

Bachelor's Degree

Skills

Certifications:

Languages:

Years of Experience:

4 - 7 Years

Work Experience:

Additional Information

Travel:

Yes, 10% of the Time

Relocation Eligible:

Yes

Applied Materials is an Equal Opportunity Employer committed to diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, color, national origin, citizenship, ancestry, religion, creed, sex, sexual orientation, gender identity, age, disability, veteran or military status, or any other basis prohibited by law.",https://www.linkedin.com/jobs/view/3523912226/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=h8EF2X4OWl4GIYboxJvjKA%3D%3D&trk=d_flagship3_search_srp_jobs
703,"GSPANN Technologies, Inc",Data Governance Analyst,"5 year, 2 year","About the job
About Company :
GSPANN is a US California Bay Area-based consulting services provider focused on implementations in Enterprise Content Management, Business Intelligence & Mobile Solution initiatives. More than 90% of our current clientele are FORTUNE 1000 organizations. We specialize in strategy, architecture, delivery and support of solutions in the ECM, BI and Mobility space

GSPANN is looking for Data Governance Analyst. As we march ahead on a tremendous growth trajectory, we seek passionate and talented professionals to join our growing family.

Job Position (Title)- Data Governance Analyst
Experience Required- 5 +Yrs
Location- Hyderabad, Pune, Gurgaon
Technical Skill Requirements- SAP, SQL, data profiling, MS-Office

Role and Responsibilities
Job Description – Data Governance Analyst - offshore
This position assists in the implementation of an enterprise data governance program, including data governance framework, policy, and standards. The Enterprise Data Governance Analyst will be responsible for implementing and maintaining the Data Catalog, Data Quality, and Data Governance solutions as part of the Data Fabric program. The ideal candidate should have deep expertise in data management technologies and a desire to drive change and business benefits.
Job Duties/Responsibilities may include, but are not limited to:
· Lead the implementation of data governance, catalog & quality tools.
· Drive adoption of data governance, catalog & quality tools
· Coordinate educating GIS and BU communities on data governance, catalog & quality processes, and tools.
· Develop control structures to ensure the accuracy and quality of data through all upstream and downstream data channels
· Provide thought leadership and participate in projects that involve any of the upstream or downstream data flows and processes.
· Coordinate the resolution of data integrity gaps by working with BUs.
· Define data quality standards and metrics (accuracy, accessibility, consistency, and completeness)
· Assist BUs with data profiling activities to help BUs identify data issues that need to be resolved
Knowledge, Skills, and Abilities
· Strong understanding of databases and data structures
· Strong analytical and time management skills
· Excellent written and verbal communication skills.
· Strong facilitation skills with the ability to drive issues to closure.
· Self-motivated and able to handle tasks with minimal supervision or questions.
· Ability to write various documents such as functional requirements.
· Understanding of privacy laws and regulations.
· Proficiency in Structured Query Language (SQL)
· Proficiency with Microsoft Word, Excel, Access, Project, and Outlook
Required Education/Experience:
· At least 5 years of progressively responsible job-related experience, with minimum of 2 years related to data governance
· At least 2 years experience with SAP source systems
· Bachelor’s degree in information technology, business, or related field, or equivalent combination of education and experience required
· Strong leadership, communication and influencing skills
· Must be able to work with diverse project teams with members representing many segments and levels of the organization
Desired Qualifications:
· Prior exposure to Informatica data governance tools
· Experience working with structured, semi-structured and unstructured data
· Have sound knowledge of semiconductor manufacturing industry domain is a strong plus

Why choose GSPANN

“We GSPANNians” are at the heart of the technology that we pioneer. We do not service our customers, we co-create.

With the passion to explore solutions to the most challenging business problems, we support and mentor the technologist in everyone who is a part of our team. This translates into innovations that are path-breaking and inspirational for the marquee clients, we co-create a digital future with.

GSPANN is a work environment where you are constantly encouraged to sharpen your abilities and shape your growth path, We support you to become the best version of yourself by feeding your curiosity, providing a nurturing environment, and giving ample opportunities to take ownership, experiment, learn and succeed.

We’re a close-knit family of more than 1400 people that supports one another and celebrates successes, big or small. We work together, socialize together, and actively serve the communities we live in.

We invite you to carry forward the baton of innovation in technology with us.

At GSPANN, we do not service. We Co-create.

Discover your inner technologist - Explore and expand the boundaries of tech innovation without the fear of failure.
Accelerate your learning - Shape your career while scripting the future of tech. Seize the ample learning opportunities to grow at a rapid pace
Feel included - At GSPANN, everyone is welcome. Age, gender, culture, and nationality do not matter here, what matters is YOU
Inspire and Be Inspired - When you work with the experts, you raise your game. At GSPANN, you’re in the company of marquee clients and extremely talented colleagues
Enjoy Life - We love to celebrate milestones and victories, big or small. Ever so often, we come together as one large GSPANN family
Give Back - Together, we serve communities. We take steps, small and large so we can do good for the environment, weaving in sustainability and social change in our endeavors

We invite you to carry forward the baton of innovation in technology with us.

Let’s Co-create.",https://www.linkedin.com/jobs/view/3502545940/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=pFAEZiDxeSFGdDKuh6QJPA%3D%3D&trk=d_flagship3_search_srp_jobs
704,Changeleaders.in,Data Analyst,7 year,"About the job
Job Description

Data Analyst

Experience: 5 - 7 years

Location: Bangalore (Whitefield)

Primary Skills: SQL, MS Acess, Data Migration experience from Oracle to MS Access or vice versa.

Good-To-Have: Tableau

Desired Skills & Responsibilities
Cleansing and preparing data
Analyzing and exploring data
Expertise in statistics
Analyzing and visualizing data
Reports and dashboards
Communication and writing
Expertise in the domain
Solution-oriented",https://www.linkedin.com/jobs/view/3375198617/?alternateChannel=search&refId=TReKmh5E2s5e1cwrJF3bQg%3D%3D&trackingId=s56gMVi2nyRJkBQU6lpPCw%3D%3D&trk=d_flagship3_search_srp_jobs
